,A,B,overlap
736,Ntome_NODE_11575_length_2005_cov_269,Ntome_NODE_4975_length_3090_cov_165,Ntome_NODE_16274_length_1514_cov_278
737,Ntome_NODE_11577_length_2005_cov_213,Ntome_NODE_12071_length_1948_cov_315,Ntome_NODE_16298_length_1512_cov_130
738,Ntome_NODE_11579_length_2005_cov_118,Ntome_NODE_13072_length_1834_cov_73,Ntome_NODE_16303_length_1512_cov_62
739,Ntome_NODE_11582_length_2000_cov_45,Ntome_NODE_3259_length_3603_cov_63,Ntome_NODE_16332_length_1510_cov_81
740,Ntome_NODE_11585_length_2004_cov_247,Ntome_NODE_5577_length_2940_cov_148,Ntome_NODE_16340_length_1509_cov_148
741,Ntome_NODE_11591_length_2004_cov_10,Ntome_NODE_3906_length_3384_cov_289,Ntome_NODE_16348_length_1509_cov_20
742,Ntome_NODE_11613_length_2001_cov_171,Ntome_NODE_3396_length_3548_cov_51,Ntome_NODE_16355_length_1508_cov_229
743,Ntome_NODE_11648_length_1997_cov_97,Ntome_NODE_3038_length_3683_cov_217,Ntome_NODE_16372_length_1507_cov_165
744,Ntome_NODE_11652_length_1997_cov_9,Ntome_NODE_11712_length_1988_cov_83,Ntome_NODE_16385_length_1506_cov_230
745,Ntome_NODE_11657_length_1996_cov_43,Ntome_NODE_5180_length_3035_cov_281,Ntome_NODE_16404_length_1505_cov_10
746,Ntome_NODE_11659_length_1999_cov_15,Ntome_NODE_13522_length_1784_cov_60,Ntome_NODE_16422_length_1503_cov_127
747,Ntome_NODE_11677_length_1994_cov_29,Ntome_NODE_45_length_10031_cov_124,Ntome_NODE_16427_length_1503_cov_18
748,Ntome_NODE_11696_length_1992_cov_29,Ntome_NODE_7916_length_2504_cov_134,Ntome_NODE_16443_length_1501_cov_238
749,Ntome_NODE_11703_length_1991_cov_47,Ntome_NODE_12217_length_1931_cov_41,Ntome_NODE_16447_length_1501_cov_154
750,Ntome_NODE_11706_length_1990_cov_261,Ntome_NODE_1639_length_4429_cov_164,Ntome_NODE_16461_length_1500_cov_76
751,Ntome_NODE_11725_length_1989_cov_13,Ntome_NODE_25838_length_813_cov_248,Ntome_NODE_16476_length_1498_cov_227
752,Ntome_NODE_11727_length_1988_cov_292,Ntome_NODE_10548_length_2126_cov_175,Ntome_NODE_16481_length_1498_cov_98
753,Ntome_NODE_11761_length_1986_cov_39,Ntome_NODE_596_length_5780_cov_32,Ntome_NODE_16484_length_1497_cov_300
754,Ntome_NODE_11789_length_1982_cov_92,Ntome_NODE_8369_length_2431_cov_284,Ntome_NODE_16485_length_1497_cov_271
755,Ntome_NODE_11792_length_1982_cov_42,Ntome_NODE_14486_length_1687_cov_99,Ntome_NODE_16503_length_1496_cov_162
756,Ntome_NODE_11822_length_1978_cov_274,Ntome_NODE_4816_length_3130_cov_104,Ntome_NODE_16532_length_1493_cov_265
757,Ntome_NODE_11855_length_1975_cov_172,Ntome_NODE_13055_length_1835_cov_274,Ntome_NODE_16533_length_1493_cov_234
758,Ntome_NODE_11874_length_1973_cov_263,Ntome_NODE_9709_length_2238_cov_43,Ntome_NODE_16537_length_1493_cov_210
759,Ntome_NODE_11890_length_1971_cov_19,Ntome_NODE_9332_length_2291_cov_244,Ntome_NODE_16541_length_1493_cov_99
760,Ntome_NODE_11893_length_1970_cov_290,Ntome_NODE_5577_length_2940_cov_148,Ntome_NODE_16551_length_1492_cov_10
761,Ntome_NODE_11895_length_1970_cov_248,Ntome_NODE_18682_length_1301_cov_51,Ntome_NODE_16610_length_1485_cov_264
762,Ntome_NODE_11901_length_1970_cov_25,Ntome_NODE_11869_length_1974_cov_34,Ntome_NODE_16613_length_1485_cov_142
763,Ntome_NODE_11903_length_1969_cov_278,Ntome_NODE_8486_length_2414_cov_278,Ntome_NODE_16637_length_1483_cov_14
764,Ntome_NODE_11952_length_1963_cov_134,Ntome_NODE_412_length_6272_cov_262,Ntome_NODE_16666_length_1480_cov_71
765,Ntome_NODE_11953_length_1963_cov_102,Ntome_NODE_4880_length_3115_cov_200,Ntome_NODE_16669_length_1479_cov_172
766,Ntome_NODE_11959_length_1962_cov_291,Ntome_NODE_15565_length_1578_cov_276,Ntome_NODE_16681_length_1478_cov_49
767,Ntome_NODE_11973_length_1961_cov_175,Ntome_NODE_2056_length_4137_cov_133,Ntome_NODE_16718_length_1475_cov_38
768,Ntome_NODE_11981_length_1960_cov_156,Ntome_NODE_13938_length_1743_cov_211,Ntome_NODE_16742_length_1472_cov_20
769,Ntome_NODE_11986_length_1959_cov_283,Ntome_NODE_17190_length_1430_cov_264,Ntome_NODE_16745_length_1471_cov_285
770,Ntome_NODE_11991_length_1959_cov_124,Ntome_NODE_15846_length_1554_cov_9,Ntome_NODE_16747_length_1471_cov_104
771,Ntome_NODE_11994_length_1958_cov_273,Ntome_NODE_420_length_6242_cov_30,Ntome_NODE_16762_length_1469_cov_238
772,Ntome_NODE_12017_length_1955_cov_277,Ntome_NODE_16252_length_1516_cov_285,Ntome_NODE_16765_length_1469_cov_126
773,Ntome_NODE_12043_length_1952_cov_169,Ntome_NODE_12001_length_1958_cov_124,Ntome_NODE_16773_length_1468_cov_272
774,Ntome_NODE_12049_length_1952_cov_48,Ntome_NODE_5312_length_3004_cov_299,Ntome_NODE_16776_length_1468_cov_182
775,Ntome_NODE_12065_length_1949_cov_267,Ntome_NODE_12178_length_1936_cov_269,Ntome_NODE_16780_length_1468_cov_77
776,Ntome_NODE_12072_length_1948_cov_300,Ntome_NODE_10997_length_2073_cov_190,Ntome_NODE_16782_length_1468_cov_32
777,Ntome_NODE_12100_length_1944_cov_265,Ntome_NODE_8583_length_2401_cov_68,Ntome_NODE_16791_length_1467_cov_149
778,Ntome_NODE_12113_length_1943_cov_162,Ntome_NODE_13742_length_1763_cov_163,Ntome_NODE_16803_length_1465_cov_263
779,Ntome_NODE_12123_length_1943_cov_219,Ntome_NODE_12332_length_1917_cov_185,Ntome_NODE_16816_length_1464_cov_189
780,Ntome_NODE_12127_length_1942_cov_156,Ntome_NODE_9497_length_2270_cov_80,Ntome_NODE_16820_length_1464_cov_59
781,Ntome_NODE_12128_length_1942_cov_152,Ntome_NODE_25325_length_843_cov_44,Ntome_NODE_16823_length_1463_cov_178
782,Ntome_NODE_12136_length_1942_cov_33,Ntome_NODE_245_length_7124_cov_110,Ntome_NODE_16834_length_1462_cov_50
783,Ntome_NODE_12149_length_1940_cov_64,Ntome_NODE_3547_length_3502_cov_35,Ntome_NODE_16852_length_1460_cov_249
784,Ntome_NODE_12153_length_1939_cov_282,Ntome_NODE_9605_length_2253_cov_219,Ntome_NODE_16860_length_1460_cov_22
785,Ntome_NODE_12156_length_1939_cov_87,Ntome_NODE_10630_length_2115_cov_57,Ntome_NODE_16861_length_1461_cov_12
786,Ntome_NODE_12209_length_1931_cov_284,Ntome_NODE_1778_length_4328_cov_307,Ntome_NODE_16865_length_1459_cov_241
787,Ntome_NODE_12230_length_1929_cov_196,Ntome_NODE_19159_length_1262_cov_261,Ntome_NODE_16888_length_1457_cov_277
788,Ntome_NODE_12250_length_1927_cov_9,Ntome_NODE_2539_length_3889_cov_270,Ntome_NODE_16902_length_1456_cov_219
789,Ntome_NODE_12261_length_1925_cov_286,Ntome_NODE_1684_length_4398_cov_169,Ntome_NODE_16929_length_1454_cov_69
790,Ntome_NODE_12292_length_1922_cov_262,Ntome_NODE_10538_length_2127_cov_137,Ntome_NODE_16940_length_1453_cov_134
791,Ntome_NODE_12294_length_1922_cov_236,Ntome_NODE_1419_length_4613_cov_159,Ntome_NODE_16951_length_1452_cov_265
792,Ntome_NODE_12300_length_1921_cov_308,Ntome_NODE_5818_length_2891_cov_148,Ntome_NODE_16966_length_1451_cov_236
793,Ntome_NODE_12305_length_1921_cov_134,Ntome_NODE_12265_length_1925_cov_223,Ntome_NODE_16967_length_1451_cov_222
794,Ntome_NODE_12310_length_1921_cov_35,Ntome_NODE_16168_length_1524_cov_292,Ntome_NODE_16975_length_1451_cov_85
795,Ntome_NODE_12318_length_1919_cov_184,Ntome_NODE_21975_length_1051_cov_29,Ntome_NODE_16990_length_1450_cov_74
796,Ntome_NODE_12328_length_1917_cov_285,Ntome_NODE_19187_length_1260_cov_280,Ntome_NODE_16995_length_1449_cov_166
797,Ntome_NODE_12347_length_1916_cov_30,Ntome_NODE_1113_length_4934_cov_306,Ntome_NODE_17002_length_1448_cov_254
798,Ntome_NODE_12351_length_1915_cov_226,Ntome_NODE_17122_length_1438_cov_10,Ntome_NODE_17005_length_1448_cov_103
799,Ntome_NODE_12366_length_1913_cov_154,Ntome_NODE_16296_length_1512_cov_151,Ntome_NODE_17017_length_1447_cov_89
800,Ntome_NODE_12374_length_1911_cov_287,Ntome_NODE_11511_length_2013_cov_176,Ntome_NODE_17023_length_1446_cov_265
801,Ntome_NODE_12402_length_1908_cov_53,Ntome_NODE_15081_length_1627_cov_21,Ntome_NODE_17026_length_1446_cov_186
802,Ntome_NODE_12403_length_1908_cov_37,Ntome_NODE_24701_length_880_cov_238,Ntome_NODE_17056_length_1443_cov_88
803,Ntome_NODE_12408_length_1907_cov_259,Ntome_NODE_2455_length_3928_cov_106,Ntome_NODE_17058_length_1443_cov_25
804,Ntome_NODE_12415_length_1907_cov_97,Ntome_NODE_23312_length_964_cov_267,Ntome_NODE_17080_length_1441_cov_114
805,Ntome_NODE_12429_length_1905_cov_238,Ntome_NODE_10815_length_2094_cov_196,Ntome_NODE_17114_length_1438_cov_87
806,Ntome_NODE_12432_length_1905_cov_88,Ntome_NODE_9450_length_2274_cov_285,Ntome_NODE_17134_length_1437_cov_8
807,Ntome_NODE_12441_length_1904_cov_234,Ntome_NODE_906_length_5215_cov_209,Ntome_NODE_17199_length_1430_cov_74
808,Ntome_NODE_12449_length_1903_cov_257,Ntome_NODE_2528_length_3895_cov_249,Ntome_NODE_17221_length_1428_cov_97
809,Ntome_NODE_12450_length_1903_cov_243,Ntome_NODE_12966_length_1845_cov_92,Ntome_NODE_17275_length_1422_cov_253
810,Ntome_NODE_12454_length_1903_cov_36,Ntome_NODE_1587_length_4464_cov_168,Ntome_NODE_17290_length_1421_cov_102
811,Ntome_NODE_12461_length_1901_cov_291,Ntome_NODE_2279_length_4016_cov_236,Ntome_NODE_17297_length_1420_cov_240
812,Ntome_NODE_12463_length_1901_cov_213,Ntome_NODE_17487_length_1404_cov_282,Ntome_NODE_17298_length_1420_cov_228
813,Ntome_NODE_12471_length_1901_cov_19,Ntome_NODE_6256_length_2797_cov_90,Ntome_NODE_17301_length_1420_cov_160
814,Ntome_NODE_12474_length_1900_cov_231,Ntome_NODE_6325_length_2783_cov_55,Ntome_NODE_17357_length_1416_cov_25
815,Ntome_NODE_12490_length_1898_cov_213,Ntome_NODE_11271_length_2041_cov_285,Ntome_NODE_17398_length_1412_cov_63
816,Ntome_NODE_12505_length_1896_cov_230,Ntome_NODE_14659_length_1671_cov_166,Ntome_NODE_17401_length_1412_cov_24
817,Ntome_NODE_12520_length_1895_cov_257,Ntome_NODE_33308_length_456_cov_292,Ntome_NODE_17421_length_1411_cov_111
818,Ntome_NODE_12528_length_1895_cov_12,Ntome_NODE_8130_length_2471_cov_177,Ntome_NODE_17431_length_1409_cov_115
819,Ntome_NODE_12533_length_1894_cov_146,Ntome_NODE_27141_length_751_cov_13,Ntome_NODE_17432_length_1409_cov_82
820,Ntome_NODE_12547_length_1893_cov_71,Ntome_NODE_12952_length_1846_cov_97,Ntome_NODE_17463_length_1406_cov_265
821,Ntome_NODE_12551_length_1892_cov_200,Ntome_NODE_26146_length_800_cov_11,Ntome_NODE_17467_length_1406_cov_172
822,Ntome_NODE_12555_length_1892_cov_170,Ntome_NODE_15023_length_1632_cov_238,Ntome_NODE_17488_length_1404_cov_270
823,Ntome_NODE_12562_length_1891_cov_296,Ntome_NODE_4174_length_3303_cov_161,Ntome_NODE_17498_length_1404_cov_6
824,Ntome_NODE_12576_length_1890_cov_99,Ntome_NODE_1323_length_4704_cov_143,Ntome_NODE_17503_length_1403_cov_76
825,Ntome_NODE_12581_length_1889_cov_293,Ntome_NODE_13211_length_1818_cov_107,Ntome_NODE_17535_length_1399_cov_259
826,Ntome_NODE_12583_length_1889_cov_245,Ntome_NODE_12504_length_1896_cov_271,Ntome_NODE_17549_length_1398_cov_110
827,Ntome_NODE_12607_length_1886_cov_201,Ntome_NODE_14065_length_1731_cov_253,Ntome_NODE_17568_length_1396_cov_92
828,Ntome_NODE_12614_length_1885_cov_253,Ntome_NODE_13064_length_1835_cov_53,Ntome_NODE_17570_length_1396_cov_33
829,Ntome_NODE_12630_length_1883_cov_247,Ntome_NODE_7298_length_2605_cov_78,Ntome_NODE_17575_length_1395_cov_288
830,Ntome_NODE_12646_length_1881_cov_238,Ntome_NODE_1498_length_4534_cov_264,Ntome_NODE_17579_length_1395_cov_210
831,Ntome_NODE_12653_length_1880_cov_261,Ntome_NODE_10224_length_2167_cov_94,Ntome_NODE_17589_length_1394_cov_133
832,Ntome_NODE_12655_length_1880_cov_157,Ntome_NODE_7737_length_2534_cov_223,Ntome_NODE_17597_length_1394_cov_18
833,Ntome_NODE_12660_length_1880_cov_30,Ntome_NODE_11285_length_2039_cov_174,Ntome_NODE_17600_length_1394_cov_7
834,Ntome_NODE_12661_length_1879_cov_289,Ntome_NODE_2115_length_4101_cov_298,Ntome_NODE_17604_length_1393_cov_221
835,Ntome_NODE_12666_length_1879_cov_65,Ntome_NODE_13186_length_1821_cov_152,Ntome_NODE_17607_length_1393_cov_87
836,Ntome_NODE_12696_length_1873_cov_268,Ntome_NODE_5929_length_2866_cov_161,Ntome_NODE_17615_length_1392_cov_61
837,Ntome_NODE_12719_length_1871_cov_7,Ntome_NODE_12248_length_1927_cov_44,Ntome_NODE_17645_length_1389_cov_49
838,Ntome_NODE_12728_length_1863_cov_243,Ntome_NODE_20761_length_1134_cov_32,Ntome_NODE_17664_length_1387_cov_25
839,Ntome_NODE_12740_length_1868_cov_272,Ntome_NODE_10968_length_2077_cov_275,Ntome_NODE_17666_length_1387_cov_20
840,Ntome_NODE_12759_length_1866_cov_297,Ntome_NODE_12942_length_1847_cov_284,Ntome_NODE_17674_length_1386_cov_83
841,Ntome_NODE_12761_length_1865_cov_160,Ntome_NODE_2569_length_3874_cov_242,Ntome_NODE_17678_length_1386_cov_14
842,Ntome_NODE_12764_length_1866_cov_101,Ntome_NODE_816_length_5359_cov_177,Ntome_NODE_17714_length_1382_cov_204
843,Ntome_NODE_12766_length_1866_cov_28,Ntome_NODE_6664_length_2718_cov_178,Ntome_NODE_17717_length_1382_cov_156
844,Ntome_NODE_12782_length_1864_cov_233,Ntome_NODE_12206_length_1932_cov_259,Ntome_NODE_17769_length_1377_cov_115
845,Ntome_NODE_12802_length_1862_cov_61,Ntome_NODE_15174_length_1616_cov_108,Ntome_NODE_17781_length_1376_cov_231
846,Ntome_NODE_12808_length_1861_cov_102,Ntome_NODE_16064_length_1534_cov_91,Ntome_NODE_17784_length_1376_cov_114
847,Ntome_NODE_12809_length_1861_cov_18,Ntome_NODE_11713_length_1990_cov_57,Ntome_NODE_17793_length_1375_cov_159
848,Ntome_NODE_12814_length_1860_cov_81,Ntome_NODE_14193_length_1716_cov_34,Ntome_NODE_17806_length_1374_cov_48
849,Ntome_NODE_12821_length_1859_cov_190,Ntome_NODE_10100_length_2186_cov_263,Ntome_NODE_17818_length_1373_cov_82
850,Ntome_NODE_12832_length_1858_cov_263,Ntome_NODE_12953_length_1846_cov_88,Ntome_NODE_17819_length_1373_cov_48
851,Ntome_NODE_12839_length_1857_cov_256,Ntome_NODE_22497_length_1016_cov_269,Ntome_NODE_17842_length_1371_cov_269
852,Ntome_NODE_12840_length_1857_cov_235,Ntome_NODE_11018_length_2070_cov_216,Ntome_NODE_17856_length_1370_cov_211
853,Ntome_NODE_12842_length_1857_cov_133,Ntome_NODE_13868_length_1749_cov_240,Ntome_NODE_17857_length_1370_cov_205
854,Ntome_NODE_12850_length_1856_cov_252,Ntome_NODE_15971_length_1541_cov_194,Ntome_NODE_17860_length_1370_cov_114
855,Ntome_NODE_12858_length_1855_cov_210,Ntome_NODE_5716_length_2913_cov_84,Ntome_NODE_17862_length_1370_cov_72
856,Ntome_NODE_12874_length_1854_cov_37,Ntome_NODE_3496_length_3518_cov_129,Ntome_NODE_17865_length_1370_cov_9
857,Ntome_NODE_12878_length_1853_cov_273,Ntome_NODE_12987_length_1843_cov_237,Ntome_NODE_17892_length_1367_cov_141
858,Ntome_NODE_12885_length_1853_cov_99,Ntome_NODE_6568_length_2735_cov_210,Ntome_NODE_17893_length_1367_cov_88
859,Ntome_NODE_12898_length_1852_cov_69,Ntome_NODE_13965_length_1741_cov_15,Ntome_NODE_17910_length_1365_cov_231
860,Ntome_NODE_12899_length_1853_cov_68,Ntome_NODE_7352_length_2594_cov_207,Ntome_NODE_17926_length_1364_cov_228
861,Ntome_NODE_12917_length_1850_cov_250,Ntome_NODE_19475_length_1236_cov_34,Ntome_NODE_17950_length_1363_cov_23
862,Ntome_NODE_12922_length_1850_cov_20,Ntome_NODE_13248_length_1814_cov_183,Ntome_NODE_17965_length_1361_cov_84
863,Ntome_NODE_12927_length_1849_cov_100,Ntome_NODE_13274_length_1810_cov_293,Ntome_NODE_17967_length_1361_cov_45
864,Ntome_NODE_12930_length_1848_cov_270,Ntome_NODE_1043_length_5028_cov_252,Ntome_NODE_17968_length_1361_cov_30
865,Ntome_NODE_12934_length_1848_cov_158,Ntome_NODE_14964_length_1639_cov_187,Ntome_NODE_17982_length_1360_cov_8
866,Ntome_NODE_12961_length_1845_cov_169,Ntome_NODE_16345_length_1509_cov_44,Ntome_NODE_17988_length_1358_cov_246
867,Ntome_NODE_12991_length_1843_cov_179,Ntome_NODE_8591_length_2399_cov_289,Ntome_NODE_18014_length_1357_cov_287
868,Ntome_NODE_13007_length_1841_cov_265,Ntome_NODE_13045_length_1836_cov_191,Ntome_NODE_18034_length_1355_cov_149
869,Ntome_NODE_13009_length_1841_cov_208,Ntome_NODE_14489_length_1687_cov_15,Ntome_NODE_18044_length_1354_cov_129
870,Ntome_NODE_13021_length_1839_cov_211,Ntome_NODE_440_length_6189_cov_35,Ntome_NODE_18052_length_1354_cov_19
871,Ntome_NODE_13029_length_1839_cov_20,Ntome_NODE_12857_length_1855_cov_258,Ntome_NODE_18078_length_1351_cov_233
872,Ntome_NODE_13035_length_1838_cov_12,Ntome_NODE_12947_length_1846_cov_241,Ntome_NODE_18089_length_1350_cov_255
873,Ntome_NODE_13036_length_1837_cov_284,Ntome_NODE_14648_length_1673_cov_17,Ntome_NODE_18113_length_1349_cov_149
874,Ntome_NODE_13037_length_1837_cov_147,Ntome_NODE_15094_length_1624_cov_282,Ntome_NODE_18149_length_1347_cov_27
875,Ntome_NODE_13043_length_1836_cov_269,Ntome_NODE_2406_length_3956_cov_205,Ntome_NODE_18195_length_1343_cov_26
876,Ntome_NODE_13044_length_1836_cov_268,Ntome_NODE_3285_length_3593_cov_155,Ntome_NODE_18197_length_1342_cov_286
877,Ntome_NODE_13046_length_1836_cov_187,Ntome_NODE_1942_length_4212_cov_160,Ntome_NODE_18199_length_1342_cov_283
878,Ntome_NODE_13061_length_1835_cov_182,Ntome_NODE_5421_length_2981_cov_101,Ntome_NODE_18243_length_1339_cov_117
879,Ntome_NODE_13066_length_1834_cov_295,Ntome_NODE_14396_length_1696_cov_147,Ntome_NODE_18244_length_1339_cov_60
880,Ntome_NODE_13068_length_1834_cov_263,Ntome_NODE_12998_length_1842_cov_296,Ntome_NODE_18312_length_1332_cov_277
881,Ntome_NODE_13070_length_1834_cov_178,Ntome_NODE_4752_length_3146_cov_164,Ntome_NODE_18318_length_1332_cov_126
882,Ntome_NODE_13078_length_1833_cov_275,Ntome_NODE_5333_length_3000_cov_201,Ntome_NODE_18335_length_1331_cov_236
883,Ntome_NODE_13082_length_1833_cov_105,Ntome_NODE_20909_length_1123_cov_31,Ntome_NODE_18354_length_1329_cov_272
884,Ntome_NODE_13086_length_1833_cov_14,Ntome_NODE_16499_length_1496_cov_228,Ntome_NODE_18362_length_1329_cov_71
885,Ntome_NODE_13100_length_1831_cov_232,Ntome_NODE_12409_length_1907_cov_258,Ntome_NODE_18365_length_1329_cov_15
886,Ntome_NODE_13111_length_1830_cov_180,Ntome_NODE_12331_length_1920_cov_191,Ntome_NODE_18375_length_1328_cov_22
887,Ntome_NODE_13114_length_1830_cov_16,Ntome_NODE_10252_length_2162_cov_193,Ntome_NODE_18395_length_1326_cov_219
888,Ntome_NODE_13117_length_1829_cov_39,Ntome_NODE_1651_length_4421_cov_113,Ntome_NODE_18398_length_1326_cov_21
889,Ntome_NODE_13119_length_1829_cov_30,Ntome_NODE_20382_length_1163_cov_12,Ntome_NODE_18405_length_1325_cov_43
890,Ntome_NODE_13122_length_1824_cov_291,Ntome_NODE_34071_length_416_cov_5,Ntome_NODE_18426_length_1323_cov_229
891,Ntome_NODE_13139_length_1826_cov_203,Ntome_NODE_14419_length_1693_cov_279,Ntome_NODE_18428_length_1323_cov_111
892,Ntome_NODE_13156_length_1824_cov_140,Ntome_NODE_13591_length_1777_cov_206,Ntome_NODE_18434_length_1322_cov_266
893,Ntome_NODE_13158_length_1824_cov_83,Ntome_NODE_19603_length_1225_cov_243,Ntome_NODE_18436_length_1322_cov_162
894,Ntome_NODE_13167_length_1823_cov_201,Ntome_NODE_317_length_6640_cov_140,Ntome_NODE_18471_length_1319_cov_190
895,Ntome_NODE_13181_length_1821_cov_260,Ntome_NODE_10684_length_2108_cov_259,Ntome_NODE_18494_length_1317_cov_222
896,Ntome_NODE_13187_length_1821_cov_16,Ntome_NODE_528_length_5940_cov_234,Ntome_NODE_18505_length_1316_cov_259
897,Ntome_NODE_13190_length_1821_cov_10,Ntome_NODE_13651_length_1772_cov_147,Ntome_NODE_18530_length_1314_cov_18
898,Ntome_NODE_13197_length_1820_cov_72,Ntome_NODE_16349_length_1509_cov_13,Ntome_NODE_18536_length_1313_cov_10
899,Ntome_NODE_13203_length_1819_cov_170,Ntome_NODE_11468_length_2017_cov_230,Ntome_NODE_18554_length_1311_cov_189
900,Ntome_NODE_13208_length_1818_cov_253,Ntome_NODE_1425_length_4603_cov_264,Ntome_NODE_18559_length_1311_cov_104
901,Ntome_NODE_13209_length_1818_cov_177,Ntome_NODE_5030_length_3070_cov_274,Ntome_NODE_18561_length_1311_cov_44
902,Ntome_NODE_13212_length_1818_cov_86,Ntome_NODE_16199_length_1521_cov_130,Ntome_NODE_18568_length_1311_cov_19
903,Ntome_NODE_13214_length_1818_cov_30,Ntome_NODE_13183_length_1821_cov_220,Ntome_NODE_18583_length_1309_cov_270
904,Ntome_NODE_13227_length_1816_cov_286,Ntome_NODE_12958_length_1845_cov_269,Ntome_NODE_18584_length_1309_cov_267
905,Ntome_NODE_13234_length_1816_cov_57,Ntome_NODE_13823_length_1755_cov_275,Ntome_NODE_18601_length_1308_cov_202
906,Ntome_NODE_13236_length_1816_cov_17,Ntome_NODE_1570_length_4480_cov_156,Ntome_NODE_18611_length_1307_cov_265
907,Ntome_NODE_13240_length_1815_cov_239,Ntome_NODE_3778_length_3427_cov_257,Ntome_NODE_18630_length_1305_cov_278
908,Ntome_NODE_13241_length_1815_cov_211,Ntome_NODE_2169_length_4076_cov_286,Ntome_NODE_18638_length_1305_cov_106
909,Ntome_NODE_13249_length_1830_cov_97,Ntome_NODE_13255_length_1813_cov_189,Ntome_NODE_18645_length_1304_cov_265
910,Ntome_NODE_13264_length_1812_cov_269,Ntome_NODE_16281_length_1511_cov_47,Ntome_NODE_18656_length_1304_cov_104
911,Ntome_NODE_13278_length_1810_cov_218,Ntome_NODE_13744_length_1763_cov_76,Ntome_NODE_18674_length_1302_cov_282
912,Ntome_NODE_13294_length_1809_cov_95,Ntome_NODE_14189_length_1716_cov_212,Ntome_NODE_18687_length_1302_cov_29
913,Ntome_NODE_13311_length_1807_cov_75,Ntome_NODE_13569_length_1780_cov_50,Ntome_NODE_18689_length_1302_cov_20
914,Ntome_NODE_13315_length_1807_cov_29,Ntome_NODE_861_length_5282_cov_197,Ntome_NODE_18723_length_1298_cov_145
915,Ntome_NODE_13319_length_1806_cov_206,Ntome_NODE_4768_length_3141_cov_175,Ntome_NODE_18724_length_1298_cov_127
916,Ntome_NODE_13325_length_1805_cov_254,Ntome_NODE_9077_length_2327_cov_79,Ntome_NODE_18741_length_1297_cov_46
917,Ntome_NODE_13336_length_1804_cov_123,Ntome_NODE_9426_length_2277_cov_235,Ntome_NODE_18744_length_1296_cov_210
918,Ntome_NODE_13344_length_1803_cov_198,Ntome_NODE_4949_length_3098_cov_51,Ntome_NODE_18745_length_1296_cov_139
919,Ntome_NODE_13351_length_1802_cov_46,Ntome_NODE_10609_length_2119_cov_132,Ntome_NODE_18746_length_1296_cov_113
920,Ntome_NODE_13352_length_1802_cov_19,Ntome_NODE_4125_length_3315_cov_100,Ntome_NODE_18747_length_1296_cov_40
921,Ntome_NODE_13369_length_1800_cov_266,Ntome_NODE_16291_length_1513_cov_13,Ntome_NODE_18749_length_1296_cov_29
922,Ntome_NODE_13376_length_1800_cov_77,Ntome_NODE_12706_length_1872_cov_259,Ntome_NODE_18760_length_1295_cov_56
923,Ntome_NODE_13378_length_1800_cov_34,Ntome_NODE_15097_length_1624_cov_74,Ntome_NODE_18771_length_1294_cov_231
924,Ntome_NODE_13392_length_1798_cov_260,Ntome_NODE_4758_length_3144_cov_237,Ntome_NODE_18773_length_1294_cov_101
